formula_id,n_components,smiles,ratios,sources,labels,groups,new_component_count,compatibility_reasons,predicted_tg_mean_c,predicted_tg_sigma_c,observed_tg_c,target_tg_c,target_distance_c,prior_score,ood_distance,ood_penalty,agent_score,observation_id,observation_source_type,authority_weight,evidence_role,feature_aromatic_backbone,feature_rigid_multi_aromatic,feature_imide_or_anhydride,feature_cyanate_ester,feature_maleimide,feature_nitrile_rich,feature_sulfone_linker,feature_fluorinated_rigid_linker,feature_high_functionality,feature_flexible_ether_risk,feature_long_aliphatic_risk,feature_peg_like_risk,feature_peptide_like_risk,feature_too_flexible_risk,feature_too_large_risk,feature_heavy_halogen_risk,feature_stereochemical_complexity_risk,feature_druglike_hetero_complexity_risk,feature_formal_charge_practical_risk,feature_reaction::环氧-伯胺开环固化。,feature_contains_out_of_library,feature_contains_generated,feature_contains_chembl,feature_three_or_more_component_blending,environment_reward,pievo_round,feature_reaction::环氧-酸酐固化，常需催化剂。,feature_reaction::异氰酸酯-伯胺形成聚脲。,feature_reaction::氰酸酯-胺共反应。
replacement_surrogate_0114,2,C(=N/c1ccc(OCC2CO2)cc1)\c1ccc(OCC2CO2)cc1|Nc1ccc(-c2ccc(N)cc2)cc1,0.65000:0.35000,surrogate,replacement_surrogate_0114_0|replacement_surrogate_0114_1,aromatic;epoxy;ether|aromatic;primary_amine,0,环氧-伯胺开环固化。,190.99411482855,35.98658503622384,190.99411482855,190.0,0.9941148285500105,1.1315000000000002,,0.0,,replacement_surrogate_0114,surrogate,1.0,external_observation,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,0.8196949946099815,0,,,
replacement_surrogate_0057,2,COc1ccc(OCC2CO2)c(CCCC(=O)OCCCCOC(=O)CCc2ccc(OCC3CO3)c(OC)c2)c1|Nc1ccc(Cc2ccc(N)cc2)cc1,0.20000:0.80000,surrogate,replacement_surrogate_0057_0|replacement_surrogate_0057_1,aromatic;epoxy;ester;ether|aromatic;primary_amine,0,环氧-伯胺开环固化。,187.8539341627896,65.17091103713503,187.8539341627896,190.0,2.1460658372103865,0.5425000000000001,,0.0,,replacement_surrogate_0057,surrogate,1.0,external_observation,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,0.6510211378779649,0,,,
replacement_surrogate_0083,2,CC(C)(C1CCC(OCC2CO2)CC1)C1CCC(OCC2CO2)CC1|O=C1OC(=O)c2cc(-c3ccc4c(c3)C(=O)OC4=O)ccc21,0.55000:0.45000,surrogate,replacement_surrogate_0083_0|replacement_surrogate_0083_1,epoxy;ether|anhydride;aromatic;ester;ether,0,环氧-酸酐固化，常需催化剂。,187.803742634895,72.95909123784206,187.803742634895,190.0,2.196257365104998,1.0735000000000001,,0.0,,replacement_surrogate_0083,surrogate,1.0,external_observation,True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,,False,False,False,False,0.6445186801892396,0,True,,
replacement_surrogate_0071,2,CC1(C)CC(N)CC(C)(C)C1CN|O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1,0.50000:0.50000,surrogate,replacement_surrogate_0071_0|replacement_surrogate_0071_1,primary_amine|aromatic;isocyanate,0,异氰酸酯-伯胺形成聚脲。,192.2804567744892,52.47684892811741,192.2804567744892,190.0,2.2804567744892097,1.1005,,0.0,,replacement_surrogate_0071,surrogate,1.0,external_observation,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,,False,False,False,False,0.6337559377449451,0,,True,
replacement_surrogate_0084,2,CC1(C)CC(N=C=O)CC(C)(N=C=O)C1|Nc1ccc(-c2nc3ccc(N)cc3[nH]2)cc1,0.45000:0.55000,surrogate,replacement_surrogate_0084_0|replacement_surrogate_0084_1,isocyanate|aromatic;primary_amine,0,异氰酸酯-伯胺形成聚脲。,186.93454719881515,71.88374471178076,186.93454719881515,190.0,3.065452801184847,0.8525,,0.0,,replacement_surrogate_0084,surrogate,1.0,external_observation,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,,False,False,False,False,0.5416742027375363,0,,True,
replacement_surrogate_0059,2,COc1ccc(OCC2CO2)c(CCCC(=O)OCCCOC(=O)CCc2ccc(OCC3CO3)c(OC)c2)c1|Nc1ccc(Cc2ccc(N)cc2)cc1,0.20000:0.80000,surrogate,replacement_surrogate_0059_0|replacement_surrogate_0059_1,aromatic;epoxy;ester;ether|aromatic;primary_amine,0,环氧-伯胺开环固化。,193.1781385705441,62.87922143737188,193.1781385705441,190.0,3.1781385705440925,0.5425000000000001,,0.0,,replacement_surrogate_0059,surrogate,1.0,external_observation,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,0.5296029447168621,0,,,
replacement_surrogate_0116,2,COc1ccc(OCC2CO2)c(C(c2ccc(OCC3CO3)c(OC)c2)c2cc(OC)ccc2OCC2CO2)c1|Nc1ccc(-c2ccc(N)cc2)cc1,0.65000:0.35000,surrogate,replacement_surrogate_0116_0|replacement_surrogate_0116_1,aromatic;epoxy;ether|aromatic;primary_amine,0,环氧-伯胺开环固化。,186.7509041182144,58.7054626409207,186.7509041182144,190.0,3.2490958817855926,0.8525,,0.0,,replacement_surrogate_0116,surrogate,1.0,external_observation,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,0.5221401835153503,0,,,
replacement_surrogate_0055,2,COc1ccc(OCC2CO2)c(CCC(=O)OCCCCOC(=O)CCc2ccc(OCC3CO3)c(OC)c2)c1|Nc1ccc(-c2ccc(N)cc2)cc1,0.20000:0.80000,surrogate,replacement_surrogate_0055_0|replacement_surrogate_0055_1,aromatic;epoxy;ester;ether|aromatic;primary_amine,0,环氧-伯胺开环固化。,186.632190553656,72.99846791187937,186.632190553656,190.0,3.367809446344012,0.5425000000000001,,0.0,,replacement_surrogate_0055,surrogate,1.0,external_observation,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,0.5098891706814682,0,,,
replacement_surrogate_0034,2,N#COc1ccc(CC2CCCC(Cc3ccc(OC#N)cc3)C2)cc1|Nc1ccc(Oc2ccc(-c3ccc(Oc4ccc(N)cc4)cc3)cc2)cc1,0.20000:0.80000,surrogate,replacement_surrogate_0034_0|replacement_surrogate_0034_1,aromatic;cyanate_ester;ether;nitrile|aromatic;ether;primary_amine,0,氰酸酯-胺共反应。,193.59784113235835,98.36934990377974,193.59784113235835,190.0,3.5978411323583543,1.6400000000000001,,0.0,,replacement_surrogate_0034,surrogate,1.0,external_observation,True,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,,False,False,False,False,0.4869624680776978,0,,,True
replacement_surrogate_0070,2,CC1(C)CC(N)CC(C)(CN)C1|O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1,0.50000:0.50000,surrogate,replacement_surrogate_0070_0|replacement_surrogate_0070_1,primary_amine|aromatic;isocyanate,0,异氰酸酯-伯胺形成聚脲。,194.0782066429732,48.12142957874608,194.0782066429732,190.0,4.078206642973214,0.8525,,0.0,,replacement_surrogate_0070,surrogate,1.0,external_observation,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,,False,False,False,False,0.44235554111344544,0,,True,
