ML method,latent_size,model_family,predictor_kind,model_path,PCP training dataset (%),PCP test dataset (%),MAPE training dataset (%),MAPE test dataset (%),MAPEK training dataset (%),MAPEK test dataset (%),MAE training dataset (C),MAE test dataset (C),RMSE training dataset (C),RMSE test dataset (C),R2 training,R2 test
VAE (16) + LightGBM_leaves63,16,model_zoo,joblib,artifacts/reproduce/predictors/latent_16/zoo_lightgbm_leaves63_latent_16.joblib,88.94736842105263,39.705882352941174,8.973550752463645,182.76971170388913,1.4868993407217745,7.671332133434417,5.914519511877796,33.93886047398067,10.50648506103765,57.193336943146896,0.9832188422846858,0.6466036450673477
VAE (16) + CatBoost_depth6,16,model_zoo,joblib,artifacts/reproduce/predictors/latent_16/zoo_catboost_depth6_latent_16.joblib,81.05263157894737,44.11764705882353,13.963096537368799,112.06746056673906,1.968196169985827,6.86246967711423,7.402385721459067,30.69310781945788,9.771744550333269,52.33097229685342,0.9854838570969677,0.7041382640268545
VAE (16) + CatBoost_depth8,16,model_zoo,joblib,artifacts/reproduce/predictors/latent_16/zoo_catboost_depth8_latent_16.joblib,77.63157894736842,47.05882352941176,15.667581665794241,124.7728289490788,2.1745834284254357,6.738609985456814,8.197664708489137,30.196226794670284,10.764425345827316,51.52677056694405,0.9823847535074727,0.7131617651386379
VAE (16) + NGBoost,16,model_zoo,joblib,artifacts/reproduce/predictors/latent_16/zoo_ngboost_latent_16.joblib,78.15789473684211,47.05882352941176,14.57465238238074,135.53083129709572,2.145238936766891,7.342198818613064,8.10911723170209,32.009725935139016,10.645094156500557,53.861550957844884,0.9827731433952097,0.6865784145911186
VAE (32) + SVR,32,paper,joblib,artifacts/reproduce/predictors/latent_32/svr_latent_32.joblib,12.894736842105264,10.294117647058822,235.87399572586642,1170.2194894331658,30.44232037657737,31.017504106858134,107.2691497846801,112.83264496360962,119.68393875269425,123.36236030230512,-1.1776033242166362,-0.6441314379759528
VAE (32) + RF,32,paper,joblib,artifacts/reproduce/predictors/latent_32/rf_latent_32.joblib,81.84210526315789,51.470588235294116,16.039699609178168,247.2506222043068,2.0970552090678987,6.533510217983171,7.987090442879766,29.755628843163873,12.290623512047858,55.78947865172284,0.9770356130873704,0.663739542661222
VAE (32) + CNN,32,paper,torch_cnn,artifacts/reproduce/predictors/latent_32/cnn_latent_32.pt,14.473684210526317,4.411764705882353,116.90614433240418,658.030120236185,16.149773492320165,17.716233108416276,64.27735771129007,75.7461973244653,81.20451202950728,96.87679569344246,-0.0024607181549072266,-0.013936638832092285
VAE (32) + LinearRegression,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_linearregression_latent_32.joblib,45.526315789473685,36.76470588235294,50.610784033105524,459.9234340206249,6.910983158973229,9.77816930500919,26.194539735191746,40.611913220847356,35.570456211940034,59.00590657591817,0.8076527714729309,0.6238490343093872
VAE (32) + Ridge_alpha_0.1,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_ridge_alpha_0.1_latent_32.joblib,38.15789473684211,26.47058823529412,52.96451102617365,509.17152605341516,7.840724467857975,10.41428138809251,30.170905306464746,43.268019917256694,40.29389161237882,59.937583093544674,0.7531771063804626,0.6118767261505127
VAE (32) + Ridge_alpha_1,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_ridge_alpha_1_latent_32.joblib,32.89473684210527,26.47058823529412,61.59679313252974,477.00530247925315,9.332213175189482,11.48755270679152,36.4963311973371,48.20687912755153,47.66620237188468,66.66033610643132,0.6545954346656799,0.5199281573295593
VAE (32) + Ridge_alpha_10,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_ridge_alpha_10_latent_32.joblib,22.36842105263158,17.647058823529413,79.40865275846835,407.00825747573066,11.446595355464003,13.699656249556643,44.73178833158393,58.12108456650201,57.492312761513766,77.32990402777614,0.49751096963882446,0.35394996404647827
VAE (32) + Lasso_alpha_0.001,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_lasso_alpha_0.001_latent_32.joblib,26.57894736842105,17.647058823529413,69.2061817586132,467.2720138742821,10.429077832279818,12.47637410097301,40.74566740989685,52.232158340951976,53.24139094060008,70.73297152261014,0.5690708756446838,0.45947593450546265
VAE (32) + ElasticNet_alpha_0.001_l1_0.2,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_elasticnet_alpha_0.001_l1_0.2_latent_32.joblib,33.421052631578945,25.0,59.16939654613513,487.6888251806078,8.965425210671043,11.35519855342768,34.94428162323801,47.335103668710765,45.944693927974896,64.70411030142958,0.6790940761566162,0.547691285610199
VAE (32) + ElasticNet_alpha_0.01_l1_0.5,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_elasticnet_alpha_0.01_l1_0.5_latent_32.joblib,20.0,8.823529411764707,81.89456283444983,446.2141110676362,12.035376033096892,14.891335572929048,47.622737871973136,63.25056246010696,61.01668879603998,81.6314763432778,0.43401581048965454,0.28007614612579346
VAE (32) + BayesianRidge,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_bayesianridge_latent_32.joblib,44.21052631578947,35.294117647058826,51.22085777200815,485.47249244560146,7.079848161870686,9.776859645555094,26.944772587324444,40.53014111781822,36.17731154424611,57.665956759871875,0.8010336756706238,0.640738844871521
VAE (32) + ARDRegression,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_ardregression_latent_32.joblib,44.73684210526316,38.23529411764706,50.67372331973255,479.2348046974964,6.989570578926332,9.548149039788296,26.563772732333135,39.53223157191978,36.05694395402688,57.158538493560144,0.8023554682731628,0.6470335125923157
VAE (32) + HuberRegressor,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_huberregressor_latent_32.joblib,52.89473684210526,39.705882352941174,50.80056556490964,563.1457218042013,6.620530671417242,10.052035892266648,24.546021864673957,41.28648570002042,37.46836836166105,61.02455436535936,0.7865792769706029,0.5976718440784046
VAE (32) + SGDRegressor_huber,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_sgdregressor_huber_latent_32.joblib,16.05263157894737,14.705882352941178,86.34924261082996,459.66496956610507,13.161611845065547,15.143514031362932,54.483233605164905,67.49936758215283,72.24774865439579,92.15148263171004,0.20648404911099072,0.08256385296331092
VAE (32) + SVR_RBF,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_svr_rbf_latent_32.joblib,12.894736842105264,10.294117647058822,235.87399572586642,1170.2194894331658,30.44232037657737,31.017504106858134,107.2691497846801,112.83264496360962,119.68393875269425,123.36236030230512,-1.1776033242166362,-0.6441314379759528
VAE (32) + SVR_linear,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_svr_linear_latent_32.joblib,12.894736842105264,10.294117647058822,235.87399572586642,1170.2194894331658,30.44232037657737,31.017504106858134,107.2691497846801,112.83264496360962,119.68393875269425,123.36236030230512,-1.1776033242166362,-0.6441314379759528
VAE (32) + SVR_poly2,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_svr_poly2_latent_32.joblib,12.894736842105264,10.294117647058822,235.87399572586642,1170.2194894331658,30.44232037657737,31.017504106858134,107.2691497846801,112.83264496360962,119.68393875269425,123.36236030230512,-1.1776033242166362,-0.6441314379759528
VAE (32) + NuSVR_RBF,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_nusvr_rbf_latent_32.joblib,74.21052631578947,47.05882352941176,14.543104066221355,77.9880574071578,2.5130772231308702,6.629638723531571,9.575893419267182,29.371090913789768,13.326806906914728,49.261859872122145,0.9730002815834446,0.7378240789584637
VAE (32) + LinearSVR,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_linearsvr_latent_32.joblib,48.94736842105264,41.17647058823529,49.940114185859066,607.1456780145145,6.804982268469885,10.144020136340728,25.735301996361695,41.98049021513742,38.426406850876184,59.99402989564306,0.7755257249212014,0.6111453795447832
VAE (32) + KernelRidge_RBF_a1_gscale,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_kernelridge_rbf_a1_gscale_latent_32.joblib,21.052631578947366,17.647058823529413,83.82410641483774,400.41048533209744,11.987712258903061,14.260366641624875,47.01567562253852,60.783746399423656,60.04205388020584,80.07073944049078,0.45195263624191284,0.30734193325042725
VAE (32) + KernelRidge_RBF_a0.1_g0.01,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_kernelridge_rbf_a0.1_g0.01_latent_32.joblib,24.210526315789473,22.058823529411764,73.68751324787743,419.5616546217254,10.817151036250488,12.97936164071342,42.28331910936456,54.93488633194391,54.58960388102359,74.21340708326943,0.5469700694084167,0.40497392416000366
VAE (32) + KernelRidge_linear,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_kernelridge_linear_latent_32.joblib,32.89473684210527,26.47058823529412,61.75334647820294,477.9188678702389,9.340826033625712,11.490546254100115,36.52655871039943,48.201578942291874,47.685355426167106,66.63029541600284,0.6543177366256714,0.5203607082366943
VAE (32) + KernelRidge_poly2,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_kernelridge_poly2_latent_32.joblib,22.105263157894736,17.647058823529413,80.71252557835989,405.133600765255,11.615166830947663,13.911240167133766,45.46749081611633,59.13586416226976,58.214313806691685,78.27798286129725,0.484811007976532,0.3380114436149597
VAE (32) + KNN_3_uniform,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_knn_3_uniform_latent_32.joblib,71.57894736842105,47.05882352941176,23.420766004190817,170.84787687119612,3.5500335743612554,6.445382896263813,13.736537065004047,29.253224109025563,26.14951102966857,50.92032919129743,0.8960477113723755,0.7198739051818848
VAE (32) + KNN_5_distance,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_knn_5_distance_latent_32.joblib,100.0,51.470588235294116,3.886201315710143e-05,236.5961103044416,8.31449597812244e-06,6.57655769063542,3.256334172529316e-05,29.77613922651537,6.848134107230965e-05,53.6507613026191,0.999999999999287,0.6890267938352242
VAE (32) + KNN_9_distance,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_knn_9_distance_latent_32.joblib,100.0,50.0,7.005585970646129e-05,289.7764042581264,1.4197456378613101e-05,7.270565012858861,5.513390751429373e-05,32.767036945613306,0.00011083663417121166,59.01370351246693,0.9999999999981325,0.6237496312666384
VAE (32) + DecisionTree_depth_6,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_decisiontree_depth_6_latent_32.joblib,64.47368421052632,36.76470588235294,18.369569517196304,105.50781548512333,3.6969715404317447,7.985444617402483,14.355386091222169,36.67291463588982,21.097621127919478,69.5966396780743,0.9323334549945982,0.476703613708204
VAE (32) + RandomForest_paper,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_randomforest_paper_latent_32.joblib,81.84210526315789,51.470588235294116,16.039699609178168,247.2506222043068,2.0970552090678987,6.533510217983171,7.987090442879766,29.755628843163873,12.290623512047858,55.78947865172284,0.9770356130873704,0.663739542661222
VAE (32) + RandomForest_large,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_randomforest_large_latent_32.joblib,81.57894736842105,54.41176470588235,15.765654417438665,243.706868111926,2.0752079105225505,6.563481473460111,7.953150860352303,29.983719269855502,12.19425581746531,55.89428913911276,0.9773943172873951,0.6624749053499611
VAE (32) + ExtraTrees_300,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_extratrees_300_latent_32.joblib,100.0,58.82352941176471,3.5037650681521446e-06,79.90827184065907,9.457556102163987e-07,5.372213652167468,4.063518525266933e-06,24.911757360357527,6.142868983933008e-06,48.548985763698184,0.9999999999999942,0.7453571324000339
VAE (32) + ExtraTrees_600,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_extratrees_600_latent_32.joblib,100.0,57.35294117647059,3.5037650681521446e-06,94.20945594024221,9.457556102163987e-07,5.406579173802167,4.063518525266933e-06,25.043742811143964,6.142868983933008e-06,48.94914124786561,0.9999999999999942,0.741142145400724
VAE (32) + GradientBoosting_squared,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_gradientboosting_squared_latent_32.joblib,82.36842105263158,48.529411764705884,9.856715998761045,216.03228276537817,1.6884715388133045,6.702836098567936,6.405359675985607,30.05443106884269,8.197012195864268,53.01287523913426,0.9897854747368632,0.6963775276001236
VAE (32) + GradientBoosting_huber,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_gradientboosting_huber_latent_32.joblib,82.10526315789474,48.529411764705884,9.856338628313207,120.52323100808167,1.7601174265222155,6.5954014593969355,6.743439914988368,29.738769712241634,10.121018318584758,52.61455067811013,0.9844276037458997,0.7009230622842471
VAE (32) + HistGradientBoosting,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_histgradientboosting_latent_32.joblib,95.26315789473684,51.470588235294116,4.7163220224381,164.11803872761035,0.860927323536326,6.148290669490799,3.456623197931578,27.664651513185778,6.872874964625817,50.39965676591263,0.992819016803638,0.7255733077531952
VAE (32) + AdaBoost_depth_4,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_adaboost_depth_4_latent_32.joblib,46.8421052631579,33.82352941176471,38.95133219935905,308.27651585243467,5.54550068347774,9.083579306728927,21.1483518796124,39.45081982381602,25.876741910090008,61.73471059893588,0.8982050547950641,0.5882533953863691
VAE (32) + BaggingTrees,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_baggingtrees_latent_32.joblib,75.0,48.529411764705884,19.232180073543446,272.2759641227963,2.7307030221280377,7.034037122613905,10.356412110442914,31.6395498084194,14.446358872377694,57.071618222202,0.968273378830558,0.6481062389863954
VAE (32) + MLP_64,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_mlp_64_latent_32.joblib,21.842105263157897,19.11764705882353,79.63613465718988,227.98811246227802,11.980736781061992,14.758660814906394,46.68644723139311,62.306815556743565,59.602220519971546,83.53035903639656,0.45995259284973145,0.24619340896606445
VAE (32) + MLP_128_64,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_mlp_128_64_latent_32.joblib,28.157894736842103,23.52941176470588,66.56000520957437,402.38991503441,10.170853937242462,11.908232748832715,39.92962525016383,50.63342387798954,52.48445030204889,71.33878790528445,0.5812370181083679,0.4501773715019226
VAE (32) + MLP_256_128_64,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_mlp_256_128_64_latent_32.joblib,43.42105263157895,29.411764705882355,44.4251484401859,464.1091519044636,6.671516243705863,10.31853719293274,24.82300920737417,42.42669713058893,31.411772185505153,58.03812300497673,0.8499997854232788,0.6360867023468018
VAE (32) + PLS_2,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_pls_2_latent_32.joblib,25.789473684210527,20.588235294117645,77.10635060802637,258.3924710610411,11.951306204068883,14.133479061676946,46.49744551977195,59.66443869968297,60.22205391129357,80.89279353347955,0.44866171495595253,0.2930464814106205
VAE (32) + PLS_8,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_pls_8_latent_32.joblib,35.0,33.82352941176471,55.17802307515364,502.1763780141196,8.237094516010137,10.405121050216943,31.52397680702847,43.478951802313254,42.30565675988232,62.12059471405658,0.7279154338348457,0.5830899128938721
VAE (32) + GaussianProcess_RBF,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_gaussianprocess_rbf_latent_32.joblib,99.21052631578947,60.29411764705882,2.1910983083341535,37.09148943004085,0.5099003221288757,6.913261073341897,1.9774972177193226,34.144899433103035,3.3925394597101555,71.88310787137434,0.9982503272019634,0.44175494524165293
VAE (32) + XGBoost_hist_depth3,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_xgboost_hist_depth3_latent_32.joblib,87.89473684210526,55.88235294117647,7.5178528561391635,195.48376787843694,1.3552172683153758,6.236080070004982,5.1261781055676305,28.3253243556794,6.814728037636767,51.378546621790285,0.9929400086402893,0.7148096561431885
VAE (32) + XGBoost_hist_depth5,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_xgboost_hist_depth5_latent_32.joblib,98.68421052631578,64.70588235294117,2.6283730797675897,108.66544124989088,0.48275495061952667,5.6209895255949105,1.8268506269705922,26.218458248411906,2.37756726080564,52.25735070719874,0.9991406202316284,0.704970121383667
VAE (32) + LightGBM_leaves31,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_lightgbm_leaves31_latent_32.joblib,95.78947368421052,52.94117647058824,3.755866578835247,181.1616399193797,0.6910090510966169,6.208898953088069,2.7623268219383137,28.131012954646085,5.124159695587804,51.451266450328326,0.9960083510781041,0.7140017789623443
VAE (32) + LightGBM_leaves63,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_lightgbm_leaves63_latent_32.joblib,92.36842105263158,48.529411764705884,5.999932770829282,215.3390913865237,1.0613466941347625,6.48803336458358,4.223973999122698,29.097292282326983,7.8099988527494,52.188406625386314,0.9907272411711773,0.7057481050033845
VAE (32) + CatBoost_depth6,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_catboost_depth6_latent_32.joblib,87.10526315789474,51.470588235294116,7.9624359734509556,123.93178165653345,1.4307284133373976,6.420305938704067,5.44149038978406,29.29978958736932,6.924769692087791,53.13323184707397,0.9927101651036898,0.6949973174919248
VAE (32) + CatBoost_depth8,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_catboost_depth8_latent_32.joblib,85.26315789473684,52.94117647058824,9.226184720911201,158.5930190360189,1.5267812933304001,6.352474128585911,5.800066656138828,28.842833639170532,7.385857411161164,52.933439980951135,0.9917070535218261,0.6972867504917284
VAE (32) + NGBoost,32,model_zoo,joblib,artifacts/reproduce/predictors/latent_32/zoo_ngboost_latent_32.joblib,81.3157894736842,45.588235294117645,10.811872475926766,189.9927500149613,1.8583361310331683,6.753942367784919,7.043456730301296,30.378191080898358,9.16474548259632,53.33339160405622,0.9872312659515364,0.6926950200062174
VAE (64) + SVR,64,paper,joblib,artifacts/reproduce/predictors/latent_64/svr_latent_64.joblib,12.894736842105264,10.294117647058822,235.87399572586642,1170.2194894331658,30.44232037657737,31.017504106858134,107.2691497846801,112.83264496360962,119.68393875269425,123.36236030230512,-1.1776033242166362,-0.6441314379759528
VAE (64) + RF,64,paper,joblib,artifacts/reproduce/predictors/latent_64/rf_latent_64.joblib,81.3157894736842,54.41176470588235,17.687405700235978,160.6729100556309,2.2785175453532616,6.9905661292055195,8.75314047422696,31.35489759452721,13.193968217441201,54.776990166862724,0.9735358535292773,0.6758339537354368
VAE (64) + CNN,64,paper,torch_cnn,artifacts/reproduce/predictors/latent_64/cnn_latent_64.pt,17.63157894736842,14.705882352941178,71.30880743900813,370.2569640890186,14.730198600022185,15.460201275356217,66.3089856072476,75.23225943042951,96.44688208295906,114.99496117424212,-0.4141106605529785,-0.4286597967147827
VAE (64) + LinearRegression,64,model_zoo,joblib,artifacts/reproduce/predictors/latent_64/zoo_linearregression_latent_64.joblib,50.78947368421053,33.82352941176471,35.7783399792837,133.62626663755066,5.185956843667962,8.10737893246355,19.62981124049739,35.24976995499695,25.930681528961973,60.02515327129408,0.8977802395820618,0.6107417941093445
VAE (64) + Ridge_alpha_0.1,64,model_zoo,joblib,artifacts/reproduce/predictors/latent_64/zoo_ridge_alpha_0.1_latent_64.joblib,39.473684210526315,30.88235294117647,48.25698657760606,368.1626148280962,7.242909094952552,8.909437648265625,28.36265412506304,36.738092590780816,36.725779527485344,51.33444284912094,0.7949550747871399,0.7152990102767944
VAE (64) + Ridge_alpha_1,64,model_zoo,joblib,artifacts/reproduce/predictors/latent_64/zoo_ridge_alpha_1_latent_64.joblib,30.263157894736842,25.0,56.670332845250414,332.00645337850915,8.942336131242742,11.094254733607704,35.39214595775855,46.6405049378381,46.29873475962342,64.00640510275068,0.6741293668746948,0.5573932528495789
VAE (64) + Ridge_alpha_10,64,model_zoo,joblib,artifacts/reproduce/predictors/latent_64/zoo_ridge_alpha_10_latent_64.joblib,23.157894736842106,17.647058823529413,75.71491460209062,323.44738180436633,11.351050637778966,14.326768790517812,44.8099639453386,60.64156808835619,57.614053748271296,78.89992139489918,0.495380699634552,0.32745033502578735
VAE (64) + Lasso_alpha_0.001,64,model_zoo,joblib,artifacts/reproduce/predictors/latent_64/zoo_lasso_alpha_0.001_latent_64.joblib,23.157894736842106,16.176470588235293,64.37641419406067,301.29361151005935,10.454011631314541,13.532962784601214,41.33825735543903,56.86772836218862,53.434894500662914,75.32584196556972,0.5659328699111938,0.38700181245803833
VAE (64) + ElasticNet_alpha_0.001_l1_0.2,64,model_zoo,joblib,artifacts/reproduce/predictors/latent_64/zoo_elasticnet_alpha_0.001_l1_0.2_latent_64.joblib,30.526315789473685,22.058823529411764,55.67506837500302,356.885415582849,8.79023438190489,10.90570935229508,34.747029092437344,45.679404107086796,45.33980210587937,62.45340360806602,0.687488317489624,0.5786107778549194
VAE (64) + ElasticNet_alpha_0.01_l1_0.5,64,model_zoo,joblib,artifacts/reproduce/predictors/latent_64/zoo_elasticnet_alpha_0.01_l1_0.5_latent_64.joblib,14.473684210526317,8.823529411764707,89.40012308379897,349.23323039841034,13.236597416684168,16.387098596973207,52.57726439174853,69.3232247575241,66.12334526779144,87.37540692196703,0.3353138566017151,0.17519807815551758
VAE (64) + BayesianRidge,64,model_zoo,joblib,artifacts/reproduce/predictors/latent_64/zoo_bayesianridge_latent_64.joblib,51.578947368421055,39.705882352941174,36.0858393601171,217.55730998371726,5.419541108534322,7.949031579428157,20.82315092588726,33.93670699438628,27.298061535614668,51.18213613158058,0.8867154717445374,0.7169859409332275
VAE (64) + ARDRegression,64,model_zoo,joblib,artifacts/reproduce/predictors/latent_64/zoo_ardregression_latent_64.joblib,49.21052631578947,38.23529411764706,34.482504149048374,248.57922211759114,5.508125358501237,8.157783453038054,21.071568880426256,35.59053187072277,27.55783547816815,58.09741227226064,0.8845491409301758,0.6353428363800049
VAE (64) + HuberRegressor,64,model_zoo,joblib,artifacts/reproduce/predictors/latent_64/zoo_huberregressor_latent_64.joblib,60.26315789473684,42.64705882352941,33.877315428902584,170.72567699787217,5.034522038557418,7.4588323938348005,18.888315147644512,32.092938468236206,29.047580397792217,51.779813284915576,0.8717294522712873,0.7103375808177301
VAE (64) + SGDRegressor_huber,64,model_zoo,joblib,artifacts/reproduce/predictors/latent_64/zoo_sgdregressor_huber_latent_64.joblib,17.105263157894736,13.23529411764706,85.74758021761942,443.47409911428224,13.179431522282517,15.332267105783865,54.481331120147956,68.09771731406347,72.71174996219558,92.76125777616838,0.19625882330942712,0.07038215727960306
VAE (64) + SVR_RBF,64,model_zoo,joblib,artifacts/reproduce/predictors/latent_64/zoo_svr_rbf_latent_64.joblib,12.894736842105264,10.294117647058822,235.87399572586642,1170.2194894331658,30.44232037657737,31.017504106858134,107.2691497846801,112.83264496360962,119.68393875269425,123.36236030230512,-1.1776033242166362,-0.6441314379759528
VAE (64) + SVR_linear,64,model_zoo,joblib,artifacts/reproduce/predictors/latent_64/zoo_svr_linear_latent_64.joblib,12.894736842105264,10.294117647058822,235.87399572586642,1170.2194894331658,30.44232037657737,31.017504106858134,107.2691497846801,112.83264496360962,119.68393875269425,123.36236030230512,-1.1776033242166362,-0.6441314379759528
VAE (64) + SVR_poly2,64,model_zoo,joblib,artifacts/reproduce/predictors/latent_64/zoo_svr_poly2_latent_64.joblib,12.894736842105264,10.294117647058822,235.87399572586642,1170.2194894331658,30.44232037657737,31.017504106858134,107.2691497846801,112.83264496360962,119.68393875269425,123.36236030230512,-1.1776033242166362,-0.6441314379759528
VAE (64) + NuSVR_RBF,64,model_zoo,joblib,artifacts/reproduce/predictors/latent_64/zoo_nusvr_rbf_latent_64.joblib,61.578947368421055,50.0,22.706590130308378,108.83896423070883,3.531219427462864,6.098159686963484,13.425145078083357,26.65898198008079,17.721291496668876,44.210579030341776,0.9522583127944149,0.7888341916569301
VAE (64) + LinearSVR,64,model_zoo,joblib,artifacts/reproduce/predictors/latent_64/zoo_linearsvr_latent_64.joblib,56.315789473684205,42.64705882352941,39.75240913814409,390.23430831264005,5.589419255820285,7.906828329370722,21.40949853361116,32.29176196321388,31.44052864321324,47.72907388764736,0.8497250113769232,0.7538854958347947
VAE (64) + KernelRidge_RBF_a1_gscale,64,model_zoo,joblib,artifacts/reproduce/predictors/latent_64/zoo_kernelridge_rbf_a1_gscale_latent_64.joblib,15.526315789473685,11.76470588235294,90.3589012204467,386.29297539981224,12.969309674947214,15.574972611165608,51.26487092218901,66.30117575123029,64.8146599236078,84.99743316010866,0.36136388778686523,0.21948206424713135
VAE (64) + KernelRidge_RBF_a0.1_g0.01,64,model_zoo,joblib,artifacts/reproduce/predictors/latent_64/zoo_kernelridge_rbf_a0.1_g0.01_latent_64.joblib,26.31578947368421,20.588235294117645,67.44968014817245,311.9189305252025,10.48056702254332,13.404921361324785,41.46563284020675,56.69903863440542,53.76285384759882,74.85533093012506,0.5605883002281189,0.3946359157562256
VAE (64) + KernelRidge_linear,64,model_zoo,joblib,artifacts/reproduce/predictors/latent_64/zoo_kernelridge_linear_latent_64.joblib,29.47368421052631,23.52941176470588,56.72122793525267,328.2984761589334,8.946288875607781,11.112185305570174,35.40777892031168,46.68655099851244,46.34489775237173,63.93723203523308,0.6734791994094849,0.5583493709564209
VAE (64) + KernelRidge_poly2,64,model_zoo,joblib,artifacts/reproduce/predictors/latent_64/zoo_kernelridge_poly2_latent_64.joblib,18.157894736842106,13.23529411764706,86.40071001732325,369.19250256748126,12.504362354794738,15.2701451242006,49.364101015894036,64.87406255480121,62.69758947662985,83.34499030629495,0.4024025797843933,0.24953538179397583
VAE (64) + KNN_3_uniform,64,model_zoo,joblib,artifacts/reproduce/predictors/latent_64/zoo_knn_3_uniform_latent_64.joblib,70.52631578947368,52.94117647058824,26.10305337001993,72.74821948224496,3.552590926570491,5.948708856926881,13.593546049218428,27.3859692768139,24.47943691067122,52.32312801580255,0.9089018106460571,0.7042269706726074
VAE (64) + KNN_5_distance,64,model_zoo,joblib,artifacts/reproduce/predictors/latent_64/zoo_knn_5_distance_latent_64.joblib,100.0,50.0,6.826845047048519e-05,149.42133852351222,1.2768493685162323e-05,6.113435429209255,4.9337498896943816e-05,27.84593504302872,0.00012235640160817042,51.61121079874024,0.999999999997724,0.7122208743057161
VAE (64) + KNN_9_distance,64,model_zoo,joblib,artifacts/reproduce/predictors/latent_64/zoo_knn_9_distance_latent_64.joblib,100.0,41.17647058823529,0.00012262895134632505,302.7699951999391,2.1480682760740432e-05,7.689102902792504,8.263730349742956e-05,34.22250857022599,0.00017291322670739577,57.44203348347942,0.9999999999954546,0.6435235822370811
VAE (64) + DecisionTree_depth_6,64,model_zoo,joblib,artifacts/reproduce/predictors/latent_64/zoo_decisiontree_depth_6_latent_64.joblib,50.26315789473684,33.82352941176471,32.530077316814115,178.0877790453058,5.227533018341222,8.586466987443107,20.059258462498402,36.97829190865337,27.89070332681592,54.04838177241586,0.881743245282359,0.6844002980034039
VAE (64) + RandomForest_paper,64,model_zoo,joblib,artifacts/reproduce/predictors/latent_64/zoo_randomforest_paper_latent_64.joblib,81.3157894736842,54.41176470588235,17.687405700235978,160.6729100556309,2.2785175453532616,6.9905661292055195,8.75314047422696,31.35489759452721,13.193968217441201,54.776990166862724,0.9735358535292773,0.6758339537354368
VAE (64) + RandomForest_large,64,model_zoo,joblib,artifacts/reproduce/predictors/latent_64/zoo_randomforest_large_latent_64.joblib,81.57894736842105,50.0,17.313265796826716,142.1010707917943,2.23919219205381,6.981057455371012,8.624915205128113,31.454045860832707,13.082491393522789,55.051232218708044,0.9739811594410971,0.6725799413818465
