epoch,loss,reconstruction,kl,validity,cosine
1.0,0.24836884383596897,0.12491257458952945,0.023967417646383934,0.005111524163568773,0.5047887936372961
2.0,0.08034010918388579,0.029203743732717842,0.01037196008156168,0.5923559479553904,0.7991055283404638
3.0,0.08381454307295133,0.02669174789163703,0.008377441702770643,0.512546468401487,0.812107569333789
4.0,0.09650633326250381,0.025252734439025138,0.007057501872149764,0.3580390334572491,0.8157436588439799
5.0,0.10119862127425945,0.023748292629243495,0.005819287679944063,0.2836895910780669,0.8171763348091934
6.0,0.10777244921842916,0.022286932742340858,0.004351687859518793,0.18866171003717472,0.815371001409332
7.0,0.11499996941716698,0.021435597932250083,0.003450524292152278,0.09886152416356878,0.8178289230206642
8.0,0.11948491295031012,0.020692866288651763,0.0028347970734326146,0.040427509293680296,0.8224958390773007
9.0,0.11988140066538601,0.02009354441748676,0.0022622976881853515,0.02474442379182156,0.8261688562130839
10.0,0.11862303275047181,0.019565827206303416,0.0016245838708233878,0.025673791821561338,0.8315185718376841
11.0,0.11717082460352037,0.018994265879923304,0.001231855365965294,0.03055297397769517,0.8364518313602887
12.0,0.11484088528499728,0.018264385089139735,0.001281425422213307,0.04704925650557621,0.8406562059563775
13.0,0.11467181186305989,0.017772344096830345,0.0013255825955213003,0.04426115241635688,0.8432333384083106
14.0,0.11478780198939227,0.017434525123509997,0.0013263246343561126,0.03973048327137547,0.8446879974085159
15.0,0.11556739571978611,0.01715521893176669,0.0013280682134628988,0.029158921933085502,0.8458980370631448
16.0,0.11662067309520502,0.016904848354235013,0.0013306005881687274,0.016147769516728624,0.8469775503009669
17.0,0.11708294119699737,0.016591626607213986,0.0013393616491191255,0.008480483271375464,0.8482504606690106
18.0,0.11604871866760644,0.01633347772047976,0.001341633779320478,0.016263940520446097,0.8491716569905831
19.0,0.11528406933393177,0.016125403846645223,0.0013426792819561874,0.02184014869888476,0.8497997918979829
20.0,0.1149106346707805,0.015948217545660233,0.0013439217530412523,0.023815055762081785,0.850288474869994
