epoch,loss,reconstruction,kl,validity,cosine
1.0,0.07374012244767264,0.016031028000278433,0.001623568109751336,0.43914473684210525,0.8403633043431399
2.0,0.06709841769515422,0.015748038765435155,0.0016245013899414947,0.5027412280701754,0.8421206740956557
3.0,0.06785991212777924,0.015632828395290857,0.0016240135597048752,0.49396929824561403,0.8426515768494522
4.0,0.06712592030434232,0.015555377959747586,0.0016253668622914375,0.5005482456140351,0.8428953771005597
5.0,0.06740579460012286,0.015452915443140165,0.001623931939288843,0.4967105263157895,0.8434193698983443
6.0,0.06494632582261897,0.015405544553670967,0.0016241143876278218,0.5208333333333334,0.8435070436251791
7.0,0.07054139513587743,0.015352983738442785,0.0016248147156530696,0.4643640350877193,0.8437614718027282
8.0,0.06600477396134745,0.015312822184345702,0.0016239690267595283,0.5093201754385965,0.8438138496457485
9.0,0.06744297276855561,0.015270675859299669,0.0016240513293284988,0.49451754385964913,0.844004597057376
10.0,0.06453491936911616,0.015212358155271463,0.0016251927927920693,0.5230263157894737,0.844297402783444
11.0,0.06561050894098323,0.01519082644300764,0.0016258226037679012,0.5120614035087719,0.8442424300469851
12.0,0.06288038537298378,0.015150350828965506,0.0016225783640453429,0.5389254385964912,0.8444338843487856
13.0,0.06388483451385248,0.01511263407832175,0.0016230776622123493,0.5285087719298246,0.8446659581703052
14.0,0.06352829256732213,0.015083290048335729,0.001624826680901542,0.5317982456140351,0.8447657870618921
15.0,0.06164017986310156,0.015060664701945427,0.0016233745560033672,0.5504385964912281,0.8447913956223873
16.0,0.06199445003610954,0.015031297887234311,0.001623239607158068,0.5466008771929824,0.8448991095810606
17.0,0.06272324279212114,0.01499107887706997,0.0016247074205526396,0.5389254385964912,0.845126434899213
18.0,0.06095901873420205,0.014982363789162616,0.0016235846509389056,0.5564692982456141,0.8451141594794759
19.0,0.0633953530177997,0.01495132791368585,0.0016238495213257377,0.5317982456140351,0.8452172075447283
20.0,0.061184751163972054,0.014933238018369465,0.0016243197340436541,0.5537280701754386,0.8451898986833137
