epoch,loss,reconstruction,kl,validity,cosine
1.0,0.08130763575696108,0.015804708069353773,0.0016871380370535086,0.3618421052631579,0.8414282270690852
2.0,0.07321893920501073,0.015446838261069436,0.0016865746706332032,0.43914473684210525,0.8442130177690271
3.0,0.07270470719065583,0.015317116251313373,0.001685836528052102,0.44298245614035087,0.844957374167024
4.0,0.07196966934491668,0.015239935360129988,0.0016858741383705485,0.44956140350877194,0.8453350919380522
5.0,0.07305564564701758,0.01517490147237192,0.001685568314298922,0.4380482456140351,0.8456400523060247
6.0,0.0709698174083442,0.015117309203273371,0.0016858414256651151,0.4583333333333333,0.8458727362908816
7.0,0.07384458145028666,0.015085925748408363,0.0016862867969872528,0.4292763157894737,0.8458872170824754
8.0,0.07099237959635885,0.015030270033891787,0.0016857939588494208,0.45723684210526316,0.8462101142657431
9.0,0.07079107984246914,0.014991715060252892,0.0016875223250520464,0.4588815789473684,0.846321071449079
10.0,0.06821863510106739,0.014942921069042202,0.0016858020374600432,0.48410087719298245,0.8465895041039115
11.0,0.06659862029840026,0.014912824759161785,0.0016857957285665499,0.5,0.8466511630175406
12.0,0.06519149374543574,0.014876005770801976,0.0016861019784731692,0.5137061403508771,0.8468586718826964
13.0,0.06795484154370793,0.014843028161282601,0.0016863744046228628,0.4857456140350877,0.8469613455889518
14.0,0.06267348552743594,0.014823404034566983,0.0016878008732180063,0.5383771929824561,0.8469536226046713
15.0,0.06171154930141934,0.014793796170698969,0.0016874900708595912,0.5476973684210527,0.8471082307790455
16.0,0.06162531079168905,0.014763525817870047,0.0016863462392632898,0.5482456140350878,0.8472616808456287
17.0,0.060399680904913364,0.014742694501029817,0.0016876877981989661,0.5603070175438597,0.8472889578133299
18.0,0.05987206271343064,0.014710545695076386,0.0016856395298402692,0.5652412280701754,0.847474815029847
19.0,0.05914124673265114,0.014690952432717671,0.0016871359354505937,0.5723684210526315,0.8475510744672072
20.0,0.05785256232085981,0.01466396045789384,0.0016864085459689562,0.5849780701754386,0.8476888621062563
