epoch,loss,reconstruction,kl,validity,cosine
1.0,0.024954395975901166,0.018483851900906813,2.79786793236284e-07,0.9352973568281938,0.8158078122769158
2.0,0.018502863099396492,0.018199719849662108,2.7981307956133404e-07,0.9969713656387665,0.8165375692728858
3.0,0.018829926618657972,0.018113787856264787,2.7972045195824267e-07,0.9928414096916299,0.8167397070036061
4.0,0.018396996970940792,0.018066320773460265,2.7975396190489575e-07,0.9966960352422908,0.8168758440122731
5.0,0.018395024273823536,0.01803681503833653,2.797678178012575e-07,0.996420704845815,0.816956311858173
6.0,0.01837073726833917,0.018012528008235707,2.798023362803751e-07,0.996420704845815,0.8170205401954147
7.0,0.018160768919973123,0.017995290811038227,2.798836290052518e-07,0.9983480176211453,0.8170489185707159
8.0,0.018310434402413832,0.01797975800800166,2.799596374206725e-07,0.9966960352422908,0.8170832597736745
9.0,0.01821174345385398,0.01796366623910513,2.798375237339134e-07,0.9975220264317181,0.8171325234064447
10.0,0.018365716471414734,0.017952441012216033,2.798529309297458e-07,0.9958700440528634,0.8171660411725485
11.0,0.018380557650511484,0.01793974938305989,2.7965829937658087e-07,0.9955947136563876,0.8172019242190054
12.0,0.018512972749539933,0.01793449908691881,2.7984353536367816e-07,0.9942180616740088,0.8172002140645939
13.0,0.021088654347715924,0.01792207508786922,2.7972647322885157e-07,0.9683370044052864,0.8172395736110368
14.0,0.030719563988599482,0.017916420597730753,2.7981152826186336e-07,0.8719713656387665,0.8172426095092874
15.0,0.051168990120422995,0.017908798210683897,2.798509335221223e-07,0.6674008810572687,0.8172603173402962
16.0,0.08034608800308819,0.017900874411547762,2.7983884240106637e-07,0.3755506607929515,0.8172726851727994
17.0,0.10154097208892722,0.017895317985163386,2.797715119974546e-07,0.16354625550660792,0.8173002721454603
18.0,0.11219166275031767,0.017890721789278124,2.798306782337311e-07,0.05699339207048458,0.8172991588252232
19.0,0.11579116007173638,0.017883390212833618,2.79753273523581e-07,0.02092511013215859,0.8173324922633066
20.0,0.1172726862296659,0.017878132055837676,2.7973217459872214e-07,0.006057268722466961,0.817340726894429
