epoch,loss,reconstruction,kl,validity,cosine
1.0,0.741993240478427,0.6423139562717703,1.0657763222520031e-05,0.003313953488372093,0.11777134923740874
2.0,0.6933618593770404,0.5948443243115448,7.716958626841978e-08,0.014825581395348838,0.11785111364237098
3.0,0.49303915693316347,0.3923029880988043,0.0014047580360987246,0.006686046511627907,0.32068093942348347
4.0,0.12842115507569424,0.028401979131754053,1.917446793265489e-05,0.0,0.7813563315258469
5.0,0.12581887993701668,0.02580618269048458,1.2695636626652463e-05,0.0,0.7914622861285542
6.0,0.12484084210423536,0.02483106551475303,9.775044317034053e-06,0.0,0.7966057937089787
7.0,0.12245214050592378,0.023747453881904135,7.011020174273696e-06,0.013023255813953489,0.808695205755012
8.0,0.1095835114461045,0.021573161408305168,4.535803227765935e-06,0.11994186046511628,0.8255070226137028
9.0,0.12006600750740185,0.02008635187911433,2.9099627897457415e-06,0.00023255813953488373,0.8312073077157486
10.0,0.11937251601801362,0.019370606144846873,1.908469952637503e-06,0.0,0.8330596707033556
11.0,0.11886771003174228,0.018866379718447842,1.328948001385068e-06,0.0,0.8337832246824752
12.0,0.11847917912311332,0.018478259614040687,9.180462851407694e-07,0.0,0.8341609655424606
13.0,0.11818644405797471,0.018185761364739993,6.81132501693905e-07,0.0,0.8345018230482589
14.0,0.11801387230324191,0.01801338763257792,4.831553619518419e-07,0.0,0.8348283977841222
15.0,0.11790551846803621,0.017905145996185236,3.709453425059575e-07,0.0,0.8351362533902013
16.0,0.11783392524303392,0.017833642304636712,2.813054789459234e-07,0.0,0.8353804125342258
17.0,0.11778506174337032,0.017784826384727344,2.3396392748509242e-07,0.0,0.8355387957151547
18.0,0.11774852238422216,0.017748308443399363,2.1243910577257253e-07,0.0,0.8356522072193234
19.0,0.11771886572588322,0.01771865633337997,2.079645982872154e-07,0.0,0.8357337796410849
20.0,0.11769203165242838,0.017691870711224023,1.5935979842313743e-07,0.0,0.8358065245317858
