epoch,loss,reconstruction,kl,validity,cosine
1.0,0.06805913485259864,0.01845252314549789,0.0007579270096724493,0.5115131578947368,0.8179281380092889
2.0,0.043335580724503914,0.01818036016795719,0.0007582903449554323,0.7560307017543859,0.8191353631647009
3.0,0.03980699116200732,0.018106049073762016,0.0007579592373140418,0.7905701754385965,0.8194272162621481
4.0,0.0376665201364902,0.01799254918372945,0.0007594969846602334,0.8108552631578947,0.8196452458699545
5.0,0.03632182394268743,0.017964371953878486,0.0007587674843849974,0.8240131578947368,0.8194842762068698
6.0,0.037176697547629214,0.01788711426943018,0.0007588811455653948,0.8146929824561403,0.8198865672998261
7.0,0.03483773656843001,0.017850571344688274,0.0007590947288758399,0.8377192982456141,0.8199722897588161
8.0,0.03411839023363172,0.017790463426264756,0.000757751375459249,0.8442982456140351,0.82010278053451
9.0,0.036049618091630306,0.017748985570250897,0.0007567726909959068,0.8245614035087719,0.8202610151809558
10.0,0.03585623822322017,0.017718325009602204,0.0007585268786785667,0.8262061403508771,0.8202234856915056
11.0,0.034672540171365986,0.01768370693255412,0.0007607629231642932,0.8377192982456141,0.82030178528083
12.0,0.03458933636807559,0.017657849186083728,0.0007582414352024595,0.8382675438596491,0.8203571961637128
13.0,0.0347760647796748,0.0176259142657121,0.0007576063888560032,0.8360745614035088,0.8204442001225656
14.0,0.036437195153874266,0.017587830688346896,0.000757259036937173,0.819078947368421,0.820626378582235
15.0,0.03629671182614146,0.017556732912596903,0.0007575225711007717,0.8201754385964912,0.8206993032965744
16.0,0.034019568428527894,0.017526063055061457,0.0007588561167817955,0.8426535087719298,0.8207938446287524
17.0,0.03340450437380034,0.017515228669110098,0.0007576964848691173,0.8486842105263158,0.8206974403900013
18.0,0.03376727529981157,0.017493249750451037,0.0007586744874348177,0.8448464912280702,0.8206753871942821
19.0,0.03227319846158488,0.017480276296274702,0.0007578342961016716,0.8596491228070176,0.8207214019800487
20.0,0.032944788535436,0.017438251770248537,0.0007587293958957225,0.8525219298245614,0.8208616841257664
