formula_id,n_components,smiles,ratios,sources,labels,groups,new_component_count,compatibility_reasons,predicted_tg_mean_c,predicted_tg_sigma_c,observed_tg_c,target_tg_c,target_distance_c,prior_score,ood_distance,ood_penalty,agent_score,observation_id,observation_source_type,authority_weight,evidence_role,feature_aromatic_backbone,feature_rigid_multi_aromatic,feature_imide_or_anhydride,feature_cyanate_ester,feature_maleimide,feature_nitrile_rich,feature_sulfone_linker,feature_fluorinated_rigid_linker,feature_high_functionality,feature_flexible_ether_risk,feature_long_aliphatic_risk,feature_peg_like_risk,feature_peptide_like_risk,feature_too_flexible_risk,feature_too_large_risk,feature_heavy_halogen_risk,feature_stereochemical_complexity_risk,feature_druglike_hetero_complexity_risk,feature_formal_charge_practical_risk,feature_reaction::异氰酸酯-伯胺形成聚脲。,feature_contains_out_of_library,feature_contains_generated,feature_contains_chembl,feature_three_or_more_component_blending,environment_reward,pievo_round,feature_reaction::马来酰亚胺与烯基共聚/加成。,feature_reaction::氰酸酯-胺共反应。,feature_reaction::环氧-伯胺开环固化。,feature_reaction::马来酰亚胺-胺 Michael 加成。,feature_reaction::环氧-仲胺开环固化。,feature_reaction::环氧-羟基醚化，常需催化剂。,feature_reaction::酸酐-胺形成聚酰胺酸/聚酰亚胺前体。,feature_reaction::氰酸酯-酚共固化/催化三聚。,feature_reaction::环氧-羧酸开环酯化。,feature_reaction::异氰酸酯-羟基形成聚氨酯。
replacement_surrogate_0059,2,Nc1ccc(Oc2ccc(-c3ccc(Oc4ccc(N)cc4)cc3)cc2)cc1|O=C=Nc1ccc(C(F)(F)c2ccc(N=C=O)cc2)cc1,0.80000:0.20000,surrogate,replacement_surrogate_0059_0|replacement_surrogate_0059_1,aromatic;ether;primary_amine|aromatic;isocyanate,0,异氰酸酯-伯胺形成聚脲。,199.6948845261955,97.47392709052072,199.6948845261955,200.0,0.30511547380450565,1.3795000000000002,,0.0,,replacement_surrogate_0059,surrogate,1.0,external_observation,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.9408015119391374,0,,,,,,,,,,
replacement_surrogate_0017,2,C=CC(=O)OCCOCCOc1ccccc1|O=C1C=CC(=O)N1c1ccc(C(F)(F)c2ccc(N3C(=O)C=CC3=O)cc2)cc1,0.30000:0.70000,surrogate,replacement_surrogate_0017_0|replacement_surrogate_0017_1,aromatic;ester;ether;vinyl|aromatic;imide;maleimide;vinyl,0,马来酰亚胺与烯基共聚/加成。,200.3508273668316,86.50648843665249,200.3508273668316,200.0,0.3508273668315951,1.5105000000000002,,0.0,,replacement_surrogate_0017,surrogate,1.0,external_observation,True,True,True,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,,False,False,False,False,0.9322395463262696,0,True,,,,,,,,,
replacement_surrogate_0065,2,CC(C)(c1ccc(OC#N)cc1)c1ccc(OC#N)cc1|Nc1ccc(Oc2ccc(N)cc2)cc1,0.45000:0.55000,surrogate,replacement_surrogate_0065_0|replacement_surrogate_0065_1,aromatic;cyanate_ester;ether;nitrile|aromatic;ether;primary_amine,0,氰酸酯-胺共反应。,200.44488255817924,89.14348934145485,200.44488255817924,200.0,0.4448825581792448,2.1670000000000003,,0.0,,replacement_surrogate_0065,surrogate,1.0,external_observation,True,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,0.9148670620527897,0,,True,,,,,,,,
replacement_surrogate_0185,2,COc1cc(CC2CO2)ccc1OC(=O)c1ccc(C(=O)Oc2ccc(CC3CO3)cc2OC)cc1|Nc1cccc(N)c1,0.25000:0.75000,surrogate,replacement_surrogate_0185_0|replacement_surrogate_0185_1,aromatic;epoxy;ester;ether|aromatic;primary_amine,0,环氧-伯胺开环固化。,199.46209900320687,74.9933715068322,199.46209900320687,200.0,0.5379009967931268,1.1315000000000002,,0.0,,replacement_surrogate_0185,surrogate,1.0,external_observation,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,,False,False,False,False,0.8980045001778142,0,,,True,,,,,,,
replacement_surrogate_0178,2,N#COc1ccc(CC2CCCC(Cc3ccc(OC#N)cc3)C2)cc1|Nc1ccc(SSc2ccc(N)cc2)cc1,0.90000:0.10000,surrogate,replacement_surrogate_0178_0|replacement_surrogate_0178_1,aromatic;cyanate_ester;ether;nitrile|aromatic;primary_amine,0,氰酸酯-胺共反应。,200.61671444263928,37.24331539183579,200.61671444263928,200.0,0.6167144426392781,1.6400000000000001,,0.0,,replacement_surrogate_0178,surrogate,1.0,external_observation,True,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,,False,False,False,False,0.8839605106719518,0,,True,,,,,,,,
replacement_surrogate_0013,2,CC(N)COCC(C)COCC(C)CN|O=C1C=CC(=O)N(c2ccc(Cc3ccc(N4C(=O)C=CC4=O)cc3)cc2)C1=O,0.30000:0.70000,surrogate,replacement_surrogate_0013_0|replacement_surrogate_0013_1,ether;primary_amine|aromatic;imide;maleimide;vinyl,0,马来酰亚胺-胺 Michael 加成。,199.36713960695263,70.82969376729797,199.36713960695263,200.0,0.6328603930473662,2.1615,,0.0,,replacement_surrogate_0013,surrogate,1.0,external_observation,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,,False,False,False,False,0.8811106380250511,0,,,,True,,,,,,
replacement_surrogate_0174,2,Nc1ccc(-c2ccc(N)cc2)cc1|O=C1C=CC(=O)N1c1cccc(N2C(=O)C=CC2=O)c1,0.10000:0.90000,surrogate,replacement_surrogate_0174_0|replacement_surrogate_0174_1,aromatic;primary_amine|aromatic;imide;maleimide;vinyl,0,马来酰亚胺-胺 Michael 加成。,199.30790101268337,73.07636458449683,199.30790101268337,200.0,0.6920989873166263,2.4095,,0.0,,replacement_surrogate_0174,surrogate,1.0,external_observation,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,0.8707330834707799,0,,,,True,,,,,,
replacement_surrogate_0126,2,CC(C)(COCC1CO1)COCC1CO1|COc1cc(Nc2ccnc3cc(-c4ccncc4)ccc23)cc(OC)c1OC,0.15000:0.85000,surrogate,replacement_surrogate_0126_0|replacement_surrogate_0126_1,epoxy;ether|aromatic;ether;secondary_amine,0,环氧-仲胺开环固化。,199.2376507138343,80.37176389727159,199.2376507138343,200.0,0.7623492861656871,0.7575,,0.0,,replacement_surrogate_0126,surrogate,1.0,external_observation,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,,False,False,False,False,0.8585847736870144,0,,,,,True,,,,,
replacement_surrogate_0057,2,N#COc1ccc(S(=O)(=O)c2ccc(OC#N)cc2)cc1|Nc1ccc(Oc2ccc(-c3ccc(Oc4ccc(N)cc4)cc3)cc2)cc1,0.20000:0.80000,surrogate,replacement_surrogate_0057_0|replacement_surrogate_0057_1,aromatic;cyanate_ester;ether;nitrile|aromatic;ether;primary_amine,0,氰酸酯-胺共反应。,199.19569166757816,96.71759692878967,199.19569166757816,200.0,0.8043083324218401,2.4695,,0.0,,replacement_surrogate_0057,surrogate,1.0,external_observation,True,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,0.851409841477784,0,,True,,,,,,,,
replacement_surrogate_0122,2,COc1cc(COCC2CO2)ccc1OCC1CO1|Nc1ccc(Oc2ccc(-c3ccc(Oc4ccc(N)cc4)cc3)cc2)cc1,0.15000:0.85000,surrogate,replacement_surrogate_0122_0|replacement_surrogate_0122_1,aromatic;epoxy;ether|aromatic;ether;primary_amine,0,环氧-伯胺开环固化。,199.0959018221041,85.84733972393552,199.0959018221041,200.0,0.9040981778958894,0.7575,,0.0,,replacement_surrogate_0122,surrogate,1.0,external_observation,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,,False,False,False,False,0.8345858747194339,0,,,True,,,,,,,
