formula_id,n_components,smiles,ratios,sources,labels,groups,new_component_count,compatibility_reasons,predicted_tg_mean_c,predicted_tg_sigma_c,target_distance_c,prior_score,ood_distance,ood_penalty,agent_score,feature_aromatic_backbone,feature_rigid_multi_aromatic,feature_imide_or_anhydride,feature_cyanate_ester,feature_maleimide,feature_nitrile_rich,feature_sulfone_linker,feature_fluorinated_rigid_linker,feature_high_functionality,feature_flexible_ether_risk,feature_long_aliphatic_risk,feature_peg_like_risk,feature_peptide_like_risk,feature_too_flexible_risk,feature_too_large_risk,feature_heavy_halogen_risk,feature_stereochemical_complexity_risk,feature_druglike_hetero_complexity_risk,feature_formal_charge_practical_risk,feature_reaction::马来酰亚胺与烯基共聚/加成。,feature_contains_out_of_library,feature_contains_generated,feature_contains_chembl,feature_three_or_more_component_blending,feature_reaction::马来酰亚胺-胺 Michael 加成。,feature_reaction::马来酰亚胺-硫醇 Michael 加成。,round,environment_reward,pievo_target_guard_enabled,pievo_target_guard_active,pievo_target_guard_max_distance_c,pievo_target_guard_candidate_count,pievo_selection_pool_size,pievo_selection_pool_reason,pievo_ensemble_disagreement_guard_enabled,pievo_ensemble_disagreement_guard_active,pievo_ensemble_disagreement_guard_max_std_c,pievo_ensemble_disagreement_guard_candidate_count,pievo_ensemble_disagreement_guard_missing_count,pievo_ensemble_disagreement_guard_reason,pievo_selection_pool_member,pievo_selection_method,pievo_expected_reward,pievo_regret,pievo_information_gain,pievo_ids_ratio,pievo_selected,feature_reaction::环氧-伯胺开环固化。,feature_reaction::酸酐-胺形成聚酰胺酸/聚酰亚胺前体。,feature_reaction::异氰酸酯-伯胺形成聚脲。,feature_reaction::异氰酸酯-羟基形成聚氨酯。,feature_reaction::酸酐-胺开环形成酰胺酸。,feature_reaction::环氧-仲胺开环固化。,feature_reaction::环氧-羧酸开环酯化。,feature_reaction::环氧-羟基醚化，常需催化剂。,feature_reaction::氰酸酯三聚形成三嗪网络。,feature_reaction::环氧-酸酐固化，常需催化剂。,feature_reaction::酸酐-羟基酯化。,feature_reaction::氰酸酯-酚共固化/催化三聚。,feature_reaction::异氰酸酯-仲胺形成脲键。,feature_reaction::硫醇-烯点击反应。,feature_reaction::氰酸酯-胺共反应。
0,2,Cn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2ccc(O)cc21|O=C1C=CC(=O)N(c2ccc(Cc3ccc(N4C(=O)C=CC4=O)cc3)cc2)C1=O,0.95000:0.05000,chembl|library,chembl_scan_278|library_214,aromatic;hydroxyl;imide;maleimide;phenol;secondary_amine;vinyl|aromatic;imide;maleimide;vinyl,1,马来酰亚胺与烯基共聚/加成。,267.7455477733069,90.5117260705739,77.7455477733069,2.4095,0.048218391835689545,3.089008331298828,80.25220425349592,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,,,1,1.7664751075050902e-07,True,True,5.0,3,3,target_distance_c <= 5,False,False,25.0,0,3,disabled,False,target_guard_ids_min_regret2_over_information,,,,,False,,,,,,,,,,,,,,,
1,2,Cn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2ccc(O)cc21|O=C1C=CC(=O)N(c2ccc(Cc3ccc(N4C(=O)C=CC4=O)cc3)cc2)C1=O,0.85000:0.15000,chembl|library,chembl_scan_278|library_214,aromatic;hydroxyl;imide;maleimide;phenol;secondary_amine;vinyl|aromatic;imide;maleimide;vinyl,1,马来酰亚胺与烯基共聚/加成。,260.1206798302799,81.23517836686668,70.12067983027993,2.4095,0.05702323466539383,3.653071880340576,72.26816569041112,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,,,1,8.116992346673405e-07,True,True,5.0,3,3,target_distance_c <= 5,False,False,25.0,0,3,disabled,False,target_guard_ids_min_regret2_over_information,,,,,False,,,,,,,,,,,,,,,
2,2,Cn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2ccc(O)cc21|O=C1C=CC(=O)N(c2ccc(Cc3ccc(N4C(=O)C=CC4=O)cc3)cc2)C1=O,0.75000:0.25000,chembl|library,chembl_scan_278|library_214,aromatic;hydroxyl;imide;maleimide;phenol;secondary_amine;vinyl|aromatic;imide;maleimide;vinyl,1,马来酰亚胺与烯基共聚/加成。,236.63194500750217,74.52366657414589,46.63194500750217,2.4095,0.0315387025475502,2.0204596519470215,47.80532588013238,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,,,1,8.904319209639003e-05,True,True,5.0,3,3,target_distance_c <= 5,False,False,25.0,0,3,disabled,False,target_guard_ids_min_regret2_over_information,,,,,False,,,,,,,,,,,,,,,
3,2,Cn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2ccc(O)cc21|O=C1C=CC(=O)N(c2ccc(Cc3ccc(N4C(=O)C=CC4=O)cc3)cc2)C1=O,0.65000:0.35000,chembl|library,chembl_scan_278|library_214,aromatic;hydroxyl;imide;maleimide;phenol;secondary_amine;vinyl|aromatic;imide;maleimide;vinyl,1,马来酰亚胺与烯基共聚/加成。,201.7953736492201,73.20400422622158,11.795373649220096,2.4095,0.03160902112722397,2.0249645709991455,12.891151502643092,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,,,1,0.09450762784116586,True,True,5.0,3,3,target_distance_c <= 5,False,False,25.0,0,3,disabled,False,target_guard_ids_min_regret2_over_information,,,,,False,,,,,,,,,,,,,,,
4,2,Cn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2ccc(O)cc21|O=C1C=CC(=O)N(c2ccc(Cc3ccc(N4C(=O)C=CC4=O)cc3)cc2)C1=O,0.55000:0.45000,chembl|library,chembl_scan_278|library_214,aromatic;hydroxyl;imide;maleimide;phenol;secondary_amine;vinyl|aromatic;imide;maleimide;vinyl,1,马来酰亚胺与烯基共聚/加成。,162.04532196840472,77.56711297625797,27.95467803159528,2.4095,0.04376199468970299,2.803518772125244,29.584736380414594,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,,,1,0.0037315349832517824,True,True,5.0,3,3,target_distance_c <= 5,False,False,25.0,0,3,disabled,False,target_guard_ids_min_regret2_over_information,,,,,False,,,,,,,,,,,,,,,
5,2,Cn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2ccc(O)cc21|O=C1C=CC(=O)N(c2ccc(Cc3ccc(N4C(=O)C=CC4=O)cc3)cc2)C1=O,0.45000:0.55000,chembl|library,chembl_scan_278|library_214,aromatic;hydroxyl;imide;maleimide;phenol;secondary_amine;vinyl|aromatic;imide;maleimide;vinyl,1,马来酰亚胺与烯基共聚/加成。,124.58735968151048,85.15602273446429,65.41264031848952,2.4095,0.06160476431250572,3.946577787399292,67.89810390814712,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,,,1,2.081278762074225e-06,True,True,5.0,3,3,target_distance_c <= 5,False,False,25.0,0,3,disabled,False,target_guard_ids_min_regret2_over_information,,,,,False,,,,,,,,,,,,,,,
6,2,Cn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2ccc(O)cc21|O=C1C=CC(=O)N(c2ccc(Cc3ccc(N4C(=O)C=CC4=O)cc3)cc2)C1=O,0.35000:0.65000,chembl|library,chembl_scan_278|library_214,aromatic;hydroxyl;imide;maleimide;phenol;secondary_amine;vinyl|aromatic;imide;maleimide;vinyl,1,马来酰亚胺与烯基共聚/加成。,96.17596058932462,93.43829954865936,93.82403941067538,2.4095,0.069496288895607,4.452131271362305,96.98338332857175,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,,,1,7.088388018432892e-09,True,True,5.0,3,3,target_distance_c <= 5,False,False,25.0,0,3,disabled,False,target_guard_ids_min_regret2_over_information,,,,,False,,,,,,,,,,,,,,,
7,2,Cn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2ccc(O)cc21|O=C1C=CC(=O)N(c2ccc(Cc3ccc(N4C(=O)C=CC4=O)cc3)cc2)C1=O,0.25000:0.75000,chembl|library,chembl_scan_278|library_214,aromatic;hydroxyl;imide;maleimide;phenol;secondary_amine;vinyl|aromatic;imide;maleimide;vinyl,1,马来酰亚胺与烯基共聚/加成。,81.71524081501283,101.12884219878703,108.28475918498717,2.4095,0.07511967420578003,4.812381744384766,112.03162332744905,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,,,1,3.9310206240585785e-10,True,True,5.0,3,3,target_distance_c <= 5,False,False,25.0,0,3,disabled,False,target_guard_ids_min_regret2_over_information,,,,,False,,,,,,,,,,,,,,,
8,2,Cn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2ccc(O)cc21|O=C1C=CC(=O)N(c2ccc(Cc3ccc(N4C(=O)C=CC4=O)cc3)cc2)C1=O,0.15000:0.85000,chembl|library,chembl_scan_278|library_214,aromatic;hydroxyl;imide;maleimide;phenol;secondary_amine;vinyl|aromatic;imide;maleimide;vinyl,1,马来酰亚胺与烯基共聚/加成。,82.83883738548722,107.91227797235692,107.16116261451278,2.4095,0.07378269731998444,4.726731300354004,111.2850552479781,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,,,1,4.921524828787855e-10,True,True,5.0,3,3,target_distance_c <= 5,False,False,25.0,0,3,disabled,False,target_guard_ids_min_regret2_over_information,,,,,False,,,,,,,,,,,,,,,
9,2,Cn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2ccc(O)cc21|O=C1C=CC(=O)N(c2ccc(Cc3ccc(N4C(=O)C=CC4=O)cc3)cc2)C1=O,0.05000:0.95000,chembl|library,chembl_scan_278|library_214,aromatic;hydroxyl;imide;maleimide;phenol;secondary_amine;vinyl|aromatic;imide;maleimide;vinyl,1,马来酰亚胺与烯基共聚/加成。,97.05161489211909,114.14844447415905,92.94838510788091,2.4095,0.07680308818817139,4.920226097106934,97.51417091031787,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,,,1,8.445120469717134e-09,True,True,5.0,3,3,target_distance_c <= 5,False,False,25.0,0,3,disabled,False,target_guard_ids_min_regret2_over_information,,,,,False,,,,,,,,,,,,,,,
